timestamp,humidity,temperature,co2
2019-12-11 10:30:00,46.1,,883.0
2019-12-11 10:45:00,46.074999999999996,,872.25
2019-12-11 11:00:00,46.0375,,856.125
2019-12-11 11:15:00,46.00625,,842.6875
2019-12-11 11:30:00,,,
2019-12-11 11:45:00,,,
2019-12-11 12:00:00,,,
2019-12-11 12:15:00,,,
2019-12-11 12:30:00,,,840.0
2019-12-11 12:45:00,,,
2019-12-11 13:00:00,,,
2019-12-11 13:15:00,,,
2019-12-11 13:30:00,,,
2019-12-11 13:45:00,,,
2019-12-11 14:00:00,,,
2019-12-11 14:15:00,,,
2019-12-11 14:30:00,47.3,21.989998,
2019-12-11 14:45:00,44.9,22.2874985,
2019-12-11 15:00:00,41.300000000000004,22.73374925,
2019-12-11 15:15:00,37.7875,23.201666583333335,
2019-12-11 15:30:00,34.8875,23.821250000000003,
2019-12-11 15:45:00,32.075,24.462500000000002,819.9375
2019-12-11 16:00:00,30.149999999999995,24.911249749999996,762.0
2019-12-11 16:15:00,30.0,24.974998999999997,816.0
2019-12-11 16:30:00,29.849999999999998,25.038748249999998,870.0
2019-12-11 16:45:00,29.575,25.102499250000005,850.75
2019-12-11 17:00:00,29.2375,25.166251125,794.875
2019-12-11 17:15:00,28.904166666666665,25.222919458333333,744.5416666666666
2019-12-11 17:30:00,28.599999999999998,25.230003,733.0
2019-12-11 17:45:00,28.3,25.230003,727.0
2019-12-11 18:00:00,28.075,25.230003,720.875
2019-12-11 18:15:00,28.0,25.230003,714.5
2019-12-11 18:30:00,27.925,25.230003,708.125
2019-12-11 18:45:00,28.024999999999995,25.27500375,718.75
2019-12-11 19:00:00,28.212499999999995,25.342504875,737.875
2019-12-11 19:15:00,28.40416666666667,25.402505875,757.0416666666666
2019-12-11 19:30:00,28.625,25.410006,776.5
2019-12-11 19:45:00,28.849999999999998,25.410006,796.0
2019-12-11 20:00:00,28.925,25.410006,804.0
2019-12-11 20:15:00,28.7,25.410006,789.0
2019-12-11 20:30:00,28.475000000000005,25.410006,774.0
2019-12-11 20:45:00,28.099999999999998,25.36500525,745.75
2019-12-11 21:00:00,27.650000000000002,25.297504125,710.875
2019-12-11 21:15:00,27.245833333333334,25.237503125,680.5
2019-12-11 21:30:00,27.162500000000005,25.230003,681.625
2019-12-11 21:45:00,27.125,25.230003,687.25
2019-12-11 22:00:00,27.05,25.230003,683.625
2019-12-11 22:15:00,26.899999999999995,25.230003,661.5
2019-12-11 22:30:00,26.75,25.230003,639.375
2019-12-11 22:45:00,26.724999999999998,25.230003,656.75
2019-12-11 23:00:00,26.7625,25.230003,693.875
2019-12-11 23:15:00,26.783333333333335,25.230003,722.6666666666666
2019-12-11 23:30:00,26.6875,25.230003,693.125
2019-12-11 23:45:00,26.575,25.230003,655.25
2019-12-12 00:00:00,26.4375,25.208752375,630.875
2019-12-12 00:15:00,26.25,25.1450005,633.5
2019-12-12 00:30:00,26.0625,25.081248625,636.125
2019-12-12 00:45:00,25.975000000000005,25.059997999999997,623.5
2019-12-12 01:00:00,25.9375,25.059997999999997,603.25
2019-12-12 01:15:00,25.916666666666668,25.059997999999997,586.4583333333334
2019-12-12 01:30:00,26.0125,25.059997999999997,593.875
2019-12-12 01:45:00,26.125,25.059997999999997,604.75
2019-12-12 02:00:00,26.212499999999995,25.059997999999997,613.125
2019-12-12 02:15:00,26.25,25.059997999999997,616.5
2019-12-12 02:30:00,26.287499999999998,25.059997999999997,619.875
2019-12-12 02:45:00,26.25,25.059997999999997,618.5
2019-12-12 03:00:00,26.175,25.059997999999997,614.75
2019-12-12 03:15:00,26.09583333333333,25.059997999999997,611.7916666666666
2019-12-12 03:30:00,25.9875,25.059997999999997,614.375
2019-12-12 03:45:00,25.875,25.059997999999997,617.75
2019-12-12 04:00:00,25.75,25.03874825,619.875
2019-12-12 04:15:00,25.599999999999998,24.974999,619.5
2019-12-12 04:30:00,25.45,24.91124975,619.125
2019-12-12 04:45:00,25.474999999999998,24.89,609.5
2019-12-12 05:00:00,25.587500000000002,24.89,595.25
2019-12-12 05:15:00,25.695833333333336,24.89,585.25
2019-12-12 05:30:00,25.775000000000002,24.89,605.0
2019-12-12 05:45:00,25.849999999999998,24.89,629.0
2019-12-12 06:00:00,25.95,24.89,641.25
2019-12-12 06:15:00,26.100000000000005,24.89,630.0
2019-12-12 06:30:00,26.25,24.89,618.75
2019-12-12 06:45:00,26.474999999999998,24.89,627.5
2019-12-12 07:00:00,26.7375,24.89,646.25
2019-12-12 07:15:00,26.933333333333334,24.89,662.1666666666666
2019-12-12 07:30:00,26.662499999999998,24.89,658.25
2019-12-12 07:45:00,26.325,24.89,651.5
2019-12-12 08:00:00,26.150000000000002,24.89,653.75
2019-12-12 08:15:00,26.3,24.89,674.0
2019-12-12 08:30:00,26.45,24.89,694.25
2019-12-12 08:45:00,27.225000000000005,24.8475,706.25
2019-12-12 09:00:00,28.3125,24.78375,714.125
2019-12-12 09:15:00,29.1875,24.734166666666667,722.8333333333334
2019-12-12 09:30:00,28.575,24.783749999999998,737.375
2019-12-12 09:45:00,27.75,24.847499999999997,752.75
2019-12-12 10:00:00,27.2375,24.89,758.75
2019-12-12 10:15:00,27.349999999999998,24.89,746.0
2019-12-12 10:30:00,27.462500000000002,24.89,733.25
2019-12-12 10:45:00,27.725000000000005,24.975000749999996,757.75
2019-12-12 11:00:00,28.0625,25.102501875,800.875
2019-12-12 11:15:00,28.34583333333333,25.20875266666667,835.4583333333334
2019-12-12 11:30:00,28.25,25.166251125,810.25
2019-12-12 11:45:00,28.099999999999998,25.102499250000005,776.5
2019-12-12 12:00:00,28.087500000000002,25.081248625,750.125
